030;Молоко 2,5% фас.плівка;1;1;7.8;50;
031;Молоко 2,5% 0,5л фас. плівка;1;1;4.55;3;
130;Кефір 2.5% 1л;1;1;8.85;10;
110;Ряжанка 2,5% п/п 500г.;1;1;6.35;7;
222;Сметана 15% пл 450 гр;1;1;9.7;7;
221;Сметана 20% пл 450гр;1;1;10.5;7;
250;Сметана 20%ст 220гр;1;1;6.45;2;
240;Сметана 20 % ст 450г;1;1;10.8;2;
230;Сметана 15% ст 450г;1;1;10.1;2;
270;Сметана 15% 220г;1;1;5.7;2;
800;Масло"Селянське"фас.72,5%;1;1;14;10;
190;Йогурт2,5% Полуниця;1;1;6.05;3;
307;Сир к/м"Обухівський" н/ж вакуум.;1;1;40;2;
314;Сир  5% фас,200 г;1;1;8.75;6;
340;Сирок ванільний;1;1;5.3;3;
330;Сирок з родзинками;1;1;5.3;3;
