020;Молоко 1,5% фас.плівка.;1;1;6.6;10;
030;Молоко 2,5% фас.плівка;1;1;7.8;15;
130;Кефір 2.5% 1л;1;1;8.85;5;
221;Сметана 20% пл 450гр;1;1;10.5;10;
222;Сметана 15% пл 450 гр;1;1;9.7;10;
250;Сметана 20%ст 220гр;1;1;6.45;6;
270;Сметана 15% 220г;1;1;5.7;4;
240;Сметана 20 % ст 450г;1;1;10.8;4;
230;Сметана 15% ст 450г;1;1;10.1;3;
110;Ряжанка 2,5% п/п 500г.;1;1;6.35;5;
011;Молоко 2,6 % фас.п/пак;1;1;9.1;3;
313;Сир н/ж фас,200 г;1;1;7.8;2;
314;Сир  5% фас,200 г;1;1;8.75;5;
340;Сирок ванільний;1;1;5.3;4;
330;Сирок з родзинками;1;1;5.3;2;
341;Сирок з курагою;1;1;5.3;2;
307;Сир к/м"Обухівський" н/ж вакуум.;1;1;40;2;
820;Масло шок.фас.;1;1;14;2;
