030;Молоко 2,5% фас.плівка;1;1;7.8;60;
020;Молоко 1,5% фас.плівка.;1;1;6.6;10;
130;Кефір 2.5% 1л;1;1;8.85;10;
110;Ряжанка 2,5% п/п 500г.;1;1;6.35;7;
221;Сметана 20% пл 450гр;1;1;10.5;5;
222;Сметана 15% пл 450 гр;1;1;9.7;5;
230;Сметана 15% ст 450г;1;1;10.1;2;
240;Сметана 20 % ст 450г;1;1;10.8;2;
250;Сметана 20%ст 220гр;1;1;6.45;2;
270;Сметана 15% 220г;1;1;5.7;2;
800;Масло"Селянське"фас.72,5%;1;1;14;10;
349;Десерт зі смаком шоколаду 150г;1;1;5.95;3;
353;Десерт "Полуниця"Тотал,150г;1;1;6.85;3;
354;Десерт"Вишня "Тотал,150г;1;1;6.85;3;
351;Десерт "Персик" 150г;1;1;5.95;3;
170;Йогурт 2,5% Полуниця п/п;1;1;6.75;2;
171;Йогурт 2,5% Персик п/п;1;1;6.75;2;
190;Йогурт2,5% Полуниця;1;1;6.05;2;
191;Йогурт 2,5%Персик;1;1;6.05;2;
307;Сир к/м"Обухівський" н/ж вакуум.;1;1;40;2;
314;Сир  5% фас,200 г;1;1;8.75;6;
313;Сир н/ж фас,200 г;1;1;7.8;6;
340;Сирок ванільний;1;1;5.3;6;
